{0.3, 0.5}
{0.405, 0.22}
{0.405, 0.23}
{0.405, 0.24000000000000002}
{0.405, 0.25}
{0.405, 0.26}
{0.405, 0.27}
{0.405, 0.28}
{0.405, 0.29000000000000004}
{0.41000000000000003, 0.14}
{0.41000000000000003, 0.15000000000000002}
{0.41000000000000003, 0.16}
{0.41000000000000003, 0.17}
{0.41000000000000003, 0.18000000000000002}
{0.41000000000000003, 0.19}
{0.41000000000000003, 0.2}
{0.41000000000000003, 0.21000000000000002}
{0.41000000000000003, 0.22}
{0.41000000000000003, 0.23}
{0.41000000000000003, 0.24000000000000002}
{0.41000000000000003, 0.25}
{0.41000000000000003, 0.26}
{0.41000000000000003, 0.27}
{0.41000000000000003, 0.28}
{0.41500000000000004, 0.12}
{0.41500000000000004, 0.13}
{0.41500000000000004, 0.14}
{0.41500000000000004, 0.15000000000000002}
{0.41500000000000004, 0.16}
{0.41500000000000004, 0.17}
{0.41500000000000004, 0.18000000000000002}
{0.41500000000000004, 0.19}
{0.41500000000000004, 0.2}
{0.41500000000000004, 0.21000000000000002}
{0.41500000000000004, 0.22}
{0.41500000000000004, 0.23}
{0.41500000000000004, 0.24000000000000002}
{0.41500000000000004, 0.25}
{0.41500000000000004, 0.26}
{0.41500000000000004, 0.27}
{0.42, 0.09999999999999999}
{0.42, 0.11}
{0.42, 0.12}
{0.42, 0.13}
{0.42, 0.14}
{0.42, 0.15000000000000002}
{0.42, 0.16}
{0.42, 0.17}
{0.42, 0.18000000000000002}
{0.42, 0.19}
{0.42, 0.2}
{0.42, 0.21000000000000002}
{0.42, 0.22}
{0.42, 0.23}
{0.42, 0.24000000000000002}
{0.42, 0.25}
{0.42, 0.26}
{0.425, 0.09}
{0.425, 0.09999999999999999}
{0.425, 0.11}
{0.425, 0.12}
{0.425, 0.13}
{0.425, 0.14}
{0.425, 0.15000000000000002}
{0.425, 0.16}
{0.425, 0.17}
{0.425, 0.18000000000000002}
{0.425, 0.19}
{0.425, 0.2}
{0.425, 0.21000000000000002}
{0.425, 0.22}
{0.425, 0.23}
{0.425, 0.24000000000000002}
{0.425, 0.25}
{0.43, 0.06999999999999999}
{0.43, 0.08}
{0.43, 0.09}
{0.43, 0.09999999999999999}
{0.43, 0.11}
{0.43, 0.12}
{0.43, 0.13}
{0.43, 0.14}
{0.43, 0.15000000000000002}
{0.43, 0.16}
{0.43, 0.17}
{0.43, 0.18000000000000002}
{0.43, 0.19}
{0.43, 0.2}
{0.43, 0.21000000000000002}
{0.43, 0.22}
{0.43, 0.23}
{0.43, 0.24000000000000002}
{0.435, 0.05}
{0.435, 0.060000000000000005}
{0.435, 0.06999999999999999}
{0.435, 0.08}
{0.435, 0.09}
{0.435, 0.09999999999999999}
{0.435, 0.11}
{0.435, 0.12}
{0.435, 0.13}
{0.435, 0.14}
{0.435, 0.15000000000000002}
{0.435, 0.16}
{0.435, 0.17}
{0.435, 0.18000000000000002}
{0.435, 0.19}
{0.435, 0.2}
{0.435, 0.21000000000000002}
{0.435, 0.22}
{0.435, 0.23}
{0.44, 0.04}
{0.44, 0.05}
{0.44, 0.060000000000000005}
{0.44, 0.06999999999999999}
{0.44, 0.08}
{0.44, 0.09}
{0.44, 0.09999999999999999}
{0.44, 0.11}
{0.44, 0.12}
{0.44, 0.13}
{0.44, 0.14}
{0.44, 0.15000000000000002}
{0.44, 0.16}
{0.44, 0.17}
{0.44, 0.18000000000000002}
{0.44, 0.19}
{0.44, 0.2}
{0.44, 0.21000000000000002}
{0.44, 0.22}
{0.445, 0.02}
{0.445, 0.03}
{0.445, 0.04}
{0.445, 0.05}
{0.445, 0.060000000000000005}
{0.445, 0.06999999999999999}
{0.445, 0.08}
{0.445, 0.09}
{0.445, 0.09999999999999999}
{0.445, 0.11}
{0.445, 0.12}
{0.445, 0.13}
{0.445, 0.14}
{0.445, 0.15000000000000002}
{0.445, 0.16}
{0.445, 0.17}
{0.445, 0.18000000000000002}
{0.445, 0.19}
{0.445, 0.2}
{0.445, 0.21000000000000002}
{0.45, 0.01}
{0.45, 0.02}
{0.45, 0.03}
{0.45, 0.04}
{0.45, 0.05}
{0.45, 0.060000000000000005}
{0.45, 0.06999999999999999}
{0.45, 0.08}
{0.45, 0.09}
{0.45, 0.09999999999999999}
{0.45, 0.11}
{0.45, 0.12}
{0.45, 0.13}
{0.45, 0.14}
{0.45, 0.15000000000000002}
{0.45, 0.16}
{0.45, 0.17}
{0.45, 0.18000000000000002}
{0.45, 0.19}
{0.45, 0.2}
{0.455, 0.01}
{0.455, 0.02}
{0.455, 0.03}
{0.455, 0.04}
{0.455, 0.05}
{0.455, 0.060000000000000005}
{0.455, 0.06999999999999999}
{0.455, 0.08}
{0.455, 0.09}
{0.455, 0.09999999999999999}
{0.455, 0.11}
{0.455, 0.12}
{0.455, 0.13}
{0.455, 0.14}
{0.455, 0.15000000000000002}
{0.455, 0.16}
{0.455, 0.17}
{0.455, 0.18000000000000002}
{0.455, 0.19}
{0.46, 0.01}
{0.46, 0.02}
{0.46, 0.03}
{0.46, 0.04}
{0.46, 0.05}
{0.46, 0.060000000000000005}
{0.46, 0.06999999999999999}
{0.46, 0.08}
{0.46, 0.09}
{0.46, 0.09999999999999999}
{0.46, 0.11}
{0.46, 0.12}
{0.46, 0.13}
{0.46, 0.14}
{0.46, 0.15000000000000002}
{0.46, 0.16}
{0.46, 0.17}
{0.46, 0.18000000000000002}
{0.465, 0.01}
{0.465, 0.02}
{0.465, 0.03}
{0.465, 0.04}
{0.465, 0.05}
{0.465, 0.060000000000000005}
{0.465, 0.06999999999999999}
{0.465, 0.08}
{0.465, 0.09}
{0.465, 0.09999999999999999}
{0.465, 0.11}
{0.465, 0.12}
{0.465, 0.13}
{0.465, 0.14}
{0.465, 0.15000000000000002}
{0.465, 0.16}
{0.465, 0.17}
{0.47000000000000003, 0.01}
{0.47000000000000003, 0.02}
{0.47000000000000003, 0.03}
{0.47000000000000003, 0.04}
{0.47000000000000003, 0.05}
{0.47000000000000003, 0.060000000000000005}
{0.47000000000000003, 0.06999999999999999}
{0.47000000000000003, 0.08}
{0.47000000000000003, 0.09}
{0.47000000000000003, 0.09999999999999999}
{0.47000000000000003, 0.11}
{0.47000000000000003, 0.12}
{0.47000000000000003, 0.13}
{0.47000000000000003, 0.14}
{0.47000000000000003, 0.15000000000000002}
{0.47000000000000003, 0.16}
{0.47000000000000003, 0.17}
{0.47500000000000003, 0.01}
{0.47500000000000003, 0.02}
{0.47500000000000003, 0.03}
{0.47500000000000003, 0.04}
{0.47500000000000003, 0.05}
{0.47500000000000003, 0.060000000000000005}
{0.47500000000000003, 0.06999999999999999}
{0.47500000000000003, 0.08}
{0.47500000000000003, 0.09}
{0.47500000000000003, 0.09999999999999999}
{0.47500000000000003, 0.11}
{0.47500000000000003, 0.12}
{0.47500000000000003, 0.13}
{0.47500000000000003, 0.14}
{0.47500000000000003, 0.15000000000000002}
{0.47500000000000003, 0.16}
{0.48, 0.01}
{0.48, 0.02}
{0.48, 0.03}
{0.48, 0.04}
{0.48, 0.05}
{0.48, 0.060000000000000005}
{0.48, 0.06999999999999999}
{0.48, 0.08}
{0.48, 0.09}
{0.48, 0.09999999999999999}
{0.48, 0.11}
{0.48, 0.12}
{0.48, 0.13}
{0.48, 0.14}
{0.48, 0.15000000000000002}
{0.485, 0.01}
{0.485, 0.02}
{0.485, 0.03}
{0.485, 0.04}
{0.485, 0.05}
{0.485, 0.060000000000000005}
{0.485, 0.06999999999999999}
{0.485, 0.08}
{0.485, 0.09}
{0.485, 0.09999999999999999}
{0.485, 0.11}
{0.485, 0.12}
{0.485, 0.13}
{0.485, 0.14}
{0.49, 0.01}
{0.49, 0.02}
{0.49, 0.03}
{0.49, 0.04}
{0.49, 0.05}
{0.49, 0.060000000000000005}
{0.49, 0.06999999999999999}
{0.49, 0.08}
{0.49, 0.09}
{0.49, 0.09999999999999999}
{0.49, 0.11}
{0.49, 0.12}
{0.49, 0.13}
{0.495, 0.01}
{0.495, 0.02}
{0.495, 0.03}
{0.495, 0.04}
{0.495, 0.05}
{0.495, 0.060000000000000005}
{0.495, 0.06999999999999999}
{0.495, 0.08}
{0.495, 0.09}
{0.495, 0.09999999999999999}
{0.495, 0.11}
{0.495, 0.12}
{0.5, 0.01}
{0.5, 0.02}
{0.5, 0.03}
{0.5, 0.04}
{0.5, 0.05}
{0.5, 0.060000000000000005}
{0.5, 0.06999999999999999}
{0.5, 0.08}
{0.5, 0.09}
{0.5, 0.09999999999999999}
{0.5, 0.11}
{0.5, 0.12}
